"regulator","TU_prom","Effect","Evidence","Evidence_Level","regulator_id","Promoter","TU","gene_id","Category"
"ArgR","argA[argAp]","-","[EME, GEA, APPHINH, HIFS, IPI, AISGDTU, AIBSCS, AIBSPD, APIORCISFBSCS, BPP, CEE]","STRONG","b3237","argAp","argA","b2818","TF"
"ArgR","argCBH[argCp]","-","[GEA, APPHINH, HIFS, IPI, AIBSCS, BCE, BPP, SM, EME, AIBSPD, CEE]","STRONG","b3237","argCp","argCBH","b3958,b3959,b3960","TF"
"ArgR","argD[argDp]","-","[GEA, APPHINH, HIFS, IPI, AIBSCS, APIORCISFBSCS, BPP, EME, AIBSPD, CEE]","STRONG","b3237","argDp","argD","b3359","TF"
"ArgR","argE[argEp1]","-","[GEA, APPHINH, HIFS, IPI, AIBSCS, BCE, BPP, SM, EME, AIBSPD, CEE]","STRONG","b3237","argEp1","argE","b3957","TF"
"ArgR","argF[argFp]","-","[GEA, APPHINH, HIFS, IPI, AIBSCS, BCE, BPP, EME, AIBSPD, CEE, SM]","STRONG","b3237","argFp","argF","b0273","TF"
"ArgR","argG[argGp]","-","[GEA, APPHINH, HIFS, IPI, AISGDTU, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3237","argGp","argG","b3172","TF"
"ArgR","argI[argIp]","-","[GEA, APPHINH, HIFS, IPI, AIBSCS, BCE, BPP, EME, AIBSPD, CEE]","STRONG","b3237","argIp","argI","b4254","TF"
"ArgR","argR[argRp1]","-","[GEA, APPHINH, HIFS, IPI, AIBSCS, APIORCISFBSCS, BPP, EME, AIBSPD, CEE]","STRONG","b3237","argRp1","argR","b3237","TF"
"ArgR","artJ[artJp]","-","[GEA, APPHINH, HIFS, IPI, BTEI, AIBSCS, BPP, SM, EME, AIBSPD, CEE]","STRONG","b3237","artJp","artJ","b0860","TF"
"ArgR","artPIQM[artPp]","-","[EME, GEA, APPHINH, HIFS, IPI, BTEI, AIBSPD, BPP, CEE, SM, AIBSCS]","STRONG","b3237","artPp","artPIQM","b0861,b0862,b0863,b0864","TF"
"ArgR","astCADBE[astCp2]","+","[EME, GEA, APPHINH, HIFS, IPI, BTEI, IEP, ITCR, AIBSCS, AIBSPD, BPP, CEE]","STRONG","b3237","astCp2","astCADBE","b1744,b1745,b1746,b1747,b1748","TF"
"ArgR","carAB[carAp2]","-","[GEA, APPHINH, HIFS, IPI, CV(LTED/PM), LTED, PM, AIBSCS, APIORCISFBSCS, BPP, SM, EME, AIBSPD, CEE]","CONFIRMED","b3237","carAp2","carAB","b0032,b0033","TF"
"ArgR","gltBDF[gltBp]","-","[GEA, APPHINH, HIFS, IPI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP]","CONFIRMED","b3237","gltBp","gltBDF","b3212,b3213,b3214","TF"
"ArgR","gltBDF[gltBp2]","-","[GEA, APPHINH, HIFS, IPI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP]","CONFIRMED","b3237","gltBp2","gltBDF","b3212,b3213,b3214","TF"
"ArgR","hisJQMP[hisJp]","-","[GEA, APPHINH, HIFS, IPI, PAGTSBP, AIBSCS, BPP, SM, EME, AIBSPD, CEE]","STRONG","b3237","hisJp","hisJQMP","b2306,b2307,b2308,b2309","TF"
"ArgR","lysO[lysOp]","-","[GEA, APPHINH, HIFS, IPI, ICWHO, BPP, SM, EME, AIBSPD, CEE]","STRONG","b3237","lysOp","lysO","b0874","TF"
"ArgR","metY[metYp2]","-","[GEA, APPHINH, HIFS, IPI, BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3237","metYp2","metY","b3171","TF"
"ArgR","metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp[metYp2]","-","[GEA, APPHINH, HIFS, IPI, BTEI, PM, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3237","metYp2","metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp","b3167,b3169,b3170,b3171,b3168,b3164,b3165,b3166","TF"
"ArsR","arsRBC[arsRp]","-","[GEA, APPHINH, HIFS, IEP, IHBCE, LTED, AIBSCS, BPP]","STRONG","b3501","arsRp","arsRBC","b3501,b3502,b3503","TF"
"AscG","ascFB[ascFp]","-","[GEA, APPHINH, GEA, HIFS, AIBSCS, BPP]","STRONG","b2714","ascFp","ascFB","b2715,b2716","TF"
"AscG","htpG[htpGp1]","-","[APPHINH, GEA, HIFS, BTEI, AIBSCS, BPP]","STRONG","b2714","htpGp1","htpG","b0473","TF"
"AscG","prpR[prpRp]","-","[GEA, APPHINH, GEA, HIFS, AIBSCS, BPP]","STRONG","b2714","prpRp","prpR","b0330","TF"
"AscG","ybiT[ybiTp]","-","[APPHINH, GEA, HIFS, AISGDTU, AIBSCS, BPP]","STRONG","b2714","ybiTp","ybiT","b0820","TF"
"AsnC","asnA[asnAp]","+","[GEA, HIFS, IEP, AISGDTU, AIBSCS]","WEAK","b3743","asnAp","asnA","b3744","TF"
"AsnC","asnC[asnCp]","-","[GEA, HIFS, IEP, BTEI, LTED, AIBSCS]","STRONG","b3743","asnCp","asnC","b3743","TF"
"AsnC","asnC-mioC[asnCp]","-","[GEA, HIFS, IEP, LTED, AIBSCS]","STRONG","b3743","asnCp","asnC-mioC","b3742,b3743","TF"
"AsnC","asnC-mioC-mnmG[asnCp]","-","[GEA, HIFS, IEP, LTED, AIBSCS]","STRONG","b3743","asnCp","asnC-mioC-mnmG","b3741,b3742,b3743","TF"
"AtoC","atoDAEB[atoDp]","+","[GEA, GEA, HIFS, IEP, APIORCISFBSCS, BPP, SM]","STRONG","b2220","atoDp","atoDAEB","b2221,b2222,b2223,b2224","TF"
"BaeR","acrD[acrDp2]","+","[GEA, IC, APPH, GEA, BPP, IC]","STRONG","b2079","acrDp2","acrD","b2470","TF"
"BaeR","mdtABCD-baeSR[mdtAp]","+","[GEA, APPH, GEA, ITCR, LTED, AIBSCS, BPP]","STRONG","b2079","mdtAp","mdtABCD-baeSR","b2079,b2074,b2075,b2076,b2077,b2078","TF"
"BaeR","spy[spyp]","+","[GEA, APPH, GEA, BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP, IC]","STRONG","b2079","spyp","spy","b1743","TF"
"BasR","csgDEFG[csgDp1]","+","[GEA, AIFS, IDA, BTEI, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b4113","csgDp1","csgDEFG","b1040,b1037,b1038,b1039","TF"
"BasR","csgDEFG[csgDp3]","+","[GEA, AIFS, IDA, BTEI, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b4113","csgDp3","csgDEFG","b1040,b1037,b1038,b1039","TF"
"BasR","cspI[cspIp1]","+","[AIFS, IDA, APIORCISFBSCS, BPP]","STRONG","b4113","cspIp1","cspI","b1552","TF"
"BasR","dgkA[dgkAp1]","+","[GEA, AIFS, IDA, APIORCISFBSCS, BPP, SM]","STRONG","b4113","dgkAp1","dgkA","b4042","TF"
"BasR","fimB[fimBp2]","+","[AIFS, IDA, LTED, APIORCISFBSCS, BPP]","STRONG","b4113","fimBp2","fimB","b4312","TF"
"BasR","putA[putAp]","-","[AIFS, IDA, APIORCISFBSCS, BPP]","STRONG","b4113","putAp","putA","b1014","TF"
"BasR","qseBC[qseBp2]","+","[GEA, AIFS, IDA, ITCR, BPP]","STRONG","b4113","qseBp2","qseBC","b3025,b3026","TF"
"BasR","tomB-hha[tomBp]","+","[AIFS, IDA, ICWHO, APIORCISFBSCS, BPP]","STRONG","b4113","tomBp","tomB-hha","b0460,b0461","TF"
"BasR","yrbL[yrbLp]","-","[GEA, AIFS, IDA, LTED, APIORCISFBSCS, BPP]","STRONG","b4113","yrbLp","yrbL","b3207","TF"
"BetI","betIBA[betIp]","-","[GEA, APPH, HIFS, IEP, APIORCISFBSCS, BPP, GS]","STRONG","b0313","betIp","betIBA","b0313,b0311,b0312","TF"
"BetI","betT[betTp]","-","[GEA, APPH, HIFS, IEP, APIORCISFBSCS, BPP, GS]","STRONG","b0313","betTp","betT","b0314","TF"
"BirA","bioA[bioAp]","-","[HIFS, IPI, SM]","STRONG","b3973","bioAp","bioA","b0774","TF"
"BirA","bioBFCD[bioBp]","-","[HIFS, IPI, SM]","STRONG","b3973","bioBp","bioBFCD","b0775,b0776,b0777,b0778","TF"
"BluR","ycgZ-ymgA-ariR-ymgC[ycgZp]","-","[GEA, APPH, HIFS, IEP, LTED, BPP, SM]","STRONG","b1162","ycgZp","ycgZ-ymgA-ariR-ymgC","b1164,b1165,b1166,b1167","TF"
"BluR","ycgZ-ymgA-ariR-ymgC[ycgZp2]","-","[GEA, APPH, HIFS, IEP, LTED, BPP, SM]","STRONG","b1162","ycgZp2","ycgZ-ymgA-ariR-ymgC","b1164,b1165,b1166,b1167","TF"
"BolA","ampC[ampCp]","+","[GEA, IMP, GEA, HIFS, IEP, IPI, BTEI, BPP]","STRONG","b0435","ampCp","ampC","b4150","TF"
"BolA","csgA[csgAp]","+","[GEA, GEA, HIFS, IEP, IPI, IEP, BPP]","STRONG","b0435","csgAp","csgA","b1042","TF"
"BolA","csgDEFG[csgDp3]","+","[GEA, GEA, HIFS, IEP, IPI, BTEI, PAGTSBP, BPP]","STRONG","b0435","csgDp3","csgDEFG","b1040,b1037,b1038,b1039","TF"
"BolA","dacC[dacCp]","+","[GEA, IMP, GEA, HIFS, IEP, IPI, AISGDTU, BPP]","STRONG","b0435","dacCp","dacC","b0839","TF"
"BolA","mreB[mreBp1]","-","[GEA, GEA, HIFS, IEP, IPI, LTED, BPP]","STRONG","b0435","mreBp1","mreB","b3251","TF"
"BolA","mreBCD[mreBp1]","-","[GEA, GEA, HIFS, IEP, IPI, CV(LTED/PM), LTED, PM, BPP]","CONFIRMED","b0435","mreBp1","mreBCD","b3249,b3251,b3250","TF"
"BtsR","btsT[yjiYp]","+","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, ICWHO, AIBSPD, BPP, SM]","STRONG","b2125","yjiYp","btsT","b4354","TF"
"BtsR","csgBAC[csgBp]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, LTED, AIBSPD, GS]","STRONG","b2125","csgBp","csgBAC","b1041,b1042,b1043","TF"
"BtsR","csgBAC[csgBp2]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, LTED, AIBSPD, GS]","STRONG","b2125","csgBp2","csgBAC","b1041,b1042,b1043","TF"
"BtsR","csgDEFG[csgDp1]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, BTEI, PAGTSBP, AIBSPD, GS]","STRONG","b2125","csgDp1","csgDEFG","b1040,b1037,b1038,b1039","TF"
"BtsR","csgDEFG[csgDp3]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, BTEI, PAGTSBP, AIBSPD, GS]","STRONG","b2125","csgDp3","csgDEFG","b1040,b1037,b1038,b1039","TF"
"BtsR","mdh[mdhp1]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, AISGDTU, AIBSPD, GS]","STRONG","b2125","mdhp1","mdh","b3236","TF"
"BtsR","pdhR-aceEF-lpdA[pdhRp]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, LTED, AIBSPD, GS]","STRONG","b2125","pdhRp","pdhR-aceEF-lpdA","b0113,b0114,b0115,b0116","TF"
"BtsR","pdhR-aceEF-lpdA[pdhRp2]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, LTED, AIBSPD, GS]","STRONG","b2125","pdhRp2","pdhR-aceEF-lpdA","b0113,b0114,b0115,b0116","TF"
"BtsR","yobF-cspC[yobFp1]","-","[GEA, APPHINH, HIFS, IEP, IMP, IPI, ISA, AIBSPD, GS]","STRONG","b2125","yobFp1","yobF-cspC","b1824,b1823","TF"
"CRP","aaeR[aaeRp]","-","[APIORCISFBSCS, GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, AISGDTU, AIBSCS, APIORCISFBSCS]","STRONG","b3357","aaeRp","aaeR","b3243","TF"
"CRP","aaeXAB[aaeXp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, AIBSCS, APIORCISFBSCS]","STRONG","b3357","aaeXp","aaeXAB","b3240,b3241,b3242","TF"
"CRP","aceBAK[aceBp]","-","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, PM, AIBSCS]","STRONG","b3357","aceBp","aceBAK","b4014,b4015,b4016","TF"
"CRP","acnA[acnAp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, APIORCISFBSCS]","STRONG","b3357","acnAp2","acnA","b4741,b1276","TF"
"CRP","acnB[acnBp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, APIORCISFBSCS]","STRONG","b3357","acnBp1","acnB","b0118","TF"
"CRP","acs-yjcHG[acsp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, AIBSCS, BPP, SM]","STRONG","b3357","acsp2","acs-yjcHG","b4067,b4068,b4069","TF"
"CRP","acs-yjcHG[acsp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, AIBSCS, BPP, SM]","STRONG","b3357","acsp","acs-yjcHG","b4067,b4068,b4069","TF"
"CRP","aer[aerp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, AISGDTU, AIBSCS, BCE, BPP, SM]","STRONG","b3357","aerp","aer","b3072","TF"
"CRP","agp[agpp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, AIBSCS]","STRONG","b3357","agpp","agp","b1002","TF"
"CRP","aldA[aldAp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, BCE]","STRONG","b3357","aldAp","aldA","b1415","TF"
"CRP","aldB[aldBp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, IEP, ITCR, AIBSCS, BPP]","STRONG","b3357","aldBp","aldB","b3588","TF"
"CRP","ampDE[ampD]","-","[APIORCISFBSCS, GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, AIBSCS]","STRONG","b3357","ampD","ampDE","b0110,b0111","TF"
"CRP","ansB[ansBp2]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, BCE, SM]","STRONG","b3357","ansBp2","ansB","b2957","TF"
"CRP","araBAD[araBp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, APIORCISFBSCS, BPP, SM]","STRONG","b3357","araBp","araBAD","b0061,b0062,b0063","TF"
"CRP","araC[araCp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, APIORCISFBSCS, BPP, SM]","STRONG","b3357","araCp","araC","b0064","TF"
"CRP","araE[araEp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, AIBSCS, BPP]","STRONG","b3357","araEp","araE","b2841","TF"
"CRP","araE-ygeA[araEp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, AIBSCS, BPP]","STRONG","b3357","araEp","araE-ygeA","b2840,b2841","TF"
"CRP","araFGH[araFp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ITCR, APIORCISFBSCS, BPP, SM]","STRONG","b3357","araFp1","araFGH","b4460,b1900,b1901","TF"
"CRP","araFGH[araFp3]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ITCR, APIORCISFBSCS, BPP, SM]","STRONG","b3357","araFp3","araFGH","b4460,b1900,b1901","TF"
"CRP","araJ[araJp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, APIORCISFBSCS, BPP]","STRONG","b3357","araJp","araJ","b0396","TF"
"CRP","argG[argGp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, AISGDTU, BPP, SM]","STRONG","b3357","argGp","argG","b3172","TF"
"CRP","ascFB[ascFp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BPP, ICWHO]","STRONG","b3357","ascFp","ascFB","b2715,b2716","TF"
"CRP","aspA[aspAp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, LTED, AIBSCS, APIORCISFBSCS]","STRONG","b3357","aspAp","aspA","b4139","TF"
"CRP","aspA-dcuA[aspAp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, AIBSCS, APIORCISFBSCS]","STRONG","b3357","aspAp","aspA-dcuA","b4138,b4139","TF"
"CRP","azuC[azuCp]","-","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, APIORCISFBSCS]","STRONG","b3357","azuCp","azuC","b4663","TF"
"CRP","bglG[bglGp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, AIBSCS, BPP, SM]","STRONG","b3357","bglGp1","bglG","b3723","TF"
"CRP","bglG[bglGp2]","+","[AIBSCS, BPP, GEA, SM, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, AIBSCS, BPP, SM]","STRONG","b3357","bglGp2","bglG","b3723","TF"
"CRP","bglGFB[bglGp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, PM, AIBSCS, BPP, SM]","STRONG","b3357","bglGp1","bglGFB","b3721,b3722,b3723","TF"
"CRP","btsT[yjiYp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, AIBSCS, SM]","STRONG","b3357","yjiYp","btsT","b4354","TF"
"CRP","caiF[caiFp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, BCE]","STRONG","b3357","caiFp","caiF","b0034","TF"
"CRP","caiTABCDE[caiTp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, PAGTSBP, AIBSCS, APIORCISFBSCS, BCE]","STRONG","b3357","caiTp","caiTABCDE","b0035,b0036,b0037,b0038,b0039,b0040","TF"
"CRP","cas3[cas3p]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, APIORCISFBSCS, BPP, SM]","STRONG","b3357","cas3p","cas3","b2761","TF"
"CRP","casABCDE12[casAp]","-","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, LTED, APIORCISFBSCS, BPP]","STRONG","b3357","casAp","casABCDE12","b2754,b2755,b2756,b2757,b2758,b2759,b2760","TF"
"CRP","cdd[cddp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, BPP, SM]","STRONG","b3357","cddp","cdd","b2143","TF"
"CRP","chbBCARFG[chbBp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3357","chbBp","chbBCARFG","b1733,b1734,b1735,b1736,b1737,b1738","TF"
"CRP","chiZPQ[chiZp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, APIORCISFBSCS]","STRONG","b3357","chiZp","chiZPQ","b4808,b0681,b0682","TF"
"CRP","cirA[cirAp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, PM, APIORCISFBSCS]","STRONG","b3357","cirAp2","cirA","b2155","TF"
"CRP","cirA[cirAp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, PM, APIORCISFBSCS]","STRONG","b3357","cirAp1","cirA","b2155","TF"
"CRP","citCDEFXG[citCp2]","-","[AIBSCS, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, PAGTSBP, AIBSCS]","STRONG","b3357","citCp2","citCDEFXG","b0613,b0614,b0615,b0616,b0617,b0618","TF"
"CRP","comR[comRp]","-","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, AISGDTU, APIORCISFBSCS, BPP]","STRONG","b3357","comRp","comR","b1111","TF"
"CRP","cpdB[cpdBp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BCE, SM]","STRONG","b3357","cpdBp","cpdB","b4213","TF"
"CRP","crp[crpp1]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, APIORCISFBSCS, BPP, SM, AIBSCS]","STRONG","b3357","crpp1","crp","b3357","TF"
"CRP","csgDEFG[csgDp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, PAGTSBP, AIBSCS]","STRONG","b3357","csgDp1","csgDEFG","b1040,b1037,b1038,b1039","TF"
"CRP","csgDEFG[csgDp3]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, PAGTSBP, AIBSCS]","STRONG","b3357","csgDp3","csgDEFG","b1040,b1037,b1038,b1039","TF"
"CRP","csiD-ygaF-gabDTP[csiDp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ITCR, PM, AIBSCS, BPP]","STRONG","b3357","csiDp","csiD-ygaF-gabDTP","b2659,b2660,b2661,b2662,b2663","TF"
"CRP","csiE[csiEp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI]","STRONG","b3357","csiEp","csiE","b2535","TF"
"CRP","csiE[csiEp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI]","STRONG","b3357","csiEp2","csiE","b2535","TF"
"CRP","cspD[cspDp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, AIBSCS, BPP, SM, APIORCISFBSCS]","STRONG","b3357","cspDp","cspD","b0880","TF"
"CRP","cspE[cspEp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, LTED, APIORCISFBSCS, BPP, SM]","STRONG","b3357","cspEp2","cspE","b0623","TF"
"CRP","csrC[csrCp]","-","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, APIORCISFBSCS, BPP]","STRONG","b3357","csrCp","csrC","b4457","TF"
"CRP","cstA[cstAp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, SM]","STRONG","b3357","cstAp1","cstA","b0598","TF"
"CRP","cyaA[cyaAp]","-","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, APIORCISFBSCS, BPP]","STRONG","b3357","cyaAp","cyaA","b3806","TF"
"CRP","cyaR[cyaRp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, ICWHO, LTED, AIBSCS, BPP, SM]","STRONG","b3357","cyaRp","cyaR","b4438","TF"
"CRP","cyaR[cyaRp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, ICWHO, LTED, AIBSCS, BPP, SM]","STRONG","b3357","cyaRp2","cyaR","b4438","TF"
"CRP","cyaR[cyaRp3]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, ICWHO, LTED, AIBSCS, BPP, SM]","STRONG","b3357","cyaRp3","cyaR","b4438","TF"
"CRP","cyoABCDE[cyoAp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, AIBSCS]","STRONG","b3357","cyoAp","cyoABCDE","b0428,b0429,b0430,b0431,b0432","TF"
"CRP","cytR[cytRp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, APIORCISFBSCS, BPP]","STRONG","b3357","cytRp","cytR","b3934","TF"
"CRP","dadAX[dadAp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ITCR, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b3357","dadAp2","dadAX","b1189,b1190","TF"
"CRP","dadAX[dadAp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ITCR, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b3357","dadAp1","dadAX","b1189,b1190","TF"
"CRP","dadAX[dadAp3]","+","[APIORCISFBSCS, BPP, GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ITCR, PAGTSBP, APIORCISFBSCS, BPP]","STRONG","b3357","dadAp3","dadAX","b1189,b1190","TF"
"CRP","dctA[dctAp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, APIORCISFBSCS, BPP]","STRONG","b3357","dctAp","dctA","b3528","TF"
"CRP","dcuB-fumB[dcuBp1]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, APIORCISFBSCS]","STRONG","b3357","dcuBp1","dcuB-fumB","b4122,b4123","TF"
"CRP","dcuR[dcuRp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, APIORCISFBSCS, BPP]","STRONG","b3357","dcuRp","dcuR","b4124","TF"
"CRP","deoCABD[deoCp2]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, LTED, AIBSCS, APIORCISFBSCS, BPP, SM]","STRONG","b3357","deoCp2","deoCABD","b4381,b4382,b4383,b4384","TF"
"CRP","dgoRKADT[dgoRp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, AIBSCS, BPP, SM]","STRONG","b3357","dgoRp","dgoRKADT","b3691,b4478,b4477,b3693,b4479","TF"
"CRP","dpiBA[dpiBp1]","-","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, ICWHO, LTED, PAGTSBP, AIBSCS]","STRONG","b3357","dpiBp1","dpiBA","b0619,b0620","TF"
"CRP","dsdA[dsdAp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, BPP]","STRONG","b3357","dsdAp","dsdA","b2366","TF"
"CRP","dsdXA[dsdXp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BCE]","STRONG","b3357","dsdXp","dsdXA","b2365,b2366","TF"
"CRP","dusB-fis[dusBp]","+","[GEA, AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BTEI, AIBSCS, BPP]","STRONG","b3357","dusBp","dusB-fis","b3260,b3261","TF"
"CRP","ebgAC[ebgAp]","+","[AIFS, APPH, APPP, GEA, HIFS, IEP, IHBCE, IMP, IPI, BPP]","STRONG","b3357","ebgAp","ebgAC","b3076,b3077","TF"
