Start	End	Gene	Strand	Name	Parent	Product	Bnb	JWnb	ECKnb
286013	287623	CDS	D	yagH	yagH	predicted xylosidase/arabinosidase	b0271	JW0264	ECK0272
287628	288386	CDS	C	yagI	yagI	predicted DNA-binding transcriptional regulator	b0272	JW0265	ECK0273
288525	289529	CDS	C	argF	argF	ornithine carbamoyltransferase 2%2C chain F	b0273	JW0266	ECK0274
290724	291455	CDS	D	yagJ	yagJ	hypothetical protein	b0276	JW0270	ECK0275
291546	292172	CDS	C	yagK	yagK	conserved hypothetical protein	b0277	JW0271	ECK0276
292444	293142	CDS	C	yagL	yagL	DNA-binding protein	b0278	JW0272	ECK0277
293169	294023	CDS	C	yagM	yagM	hypothetical protein	b0279	JW0273	ECK0278
294363	294803	CDS	C	yagN	yagN	hypothetical protein	b0280	JW0274	ECK0279
294920	296320	CDS	C	intF	intF	predicted phage integrase	b0281	JW0275	ECK0280
296605	297015	CDS	C	yagP	yagP	predicted transcriptional regulator	b0282	JW0276	ECK0281
296994	297950	CDS	C	yagQ	yagQ	conserved hypothetical protein	b0283	JW0277	ECK0282
297960	300158	CDS	C	yagR	yagR	predicted oxidoreductase with molybdenum-binding domain	b0284	JW0278	ECK0283
300155	301111	CDS	C	yagS	yagS	predicted oxidoreductase with FAD-binding domain	b0285	JW0279	ECK0284
301108	301797	CDS	C	yagT	yagT	predicted xanthine dehydrogenase%2C 2Fe-2S subunit	b0286	JW0280	ECK0285
302215	302829	CDS	D	yagU	yagU	conserved inner membrane protein	b0287	JW0281	ECK0286
303077	303406	CDS	C	ykgJ	ykgJ	predicted ferredoxin	b0288	JW0282	ECK0287
303719	304429	CDS	C	yagV	yagV	conserved hypothetical protein	b0289	JW5030	ECK0288
304398	306041	CDS	C	yagW	yagW	predicted receptor	b0290	JW0284	ECK0289
306031	308556	CDS	C	yagX	yagX	predicted aromatic compound dioxygenase	b0291	JW0285	ECK0290
308582	309250	CDS	C	yagY	yagY	hypothetical protein	b0292	JW0286	ECK0291
309308	309895	CDS	C	yagZ	yagZ	conserved hypothetical protein	b0293	JW0287	ECK0292
309970	310560	CDS	C	ykgK	ykgK	predicted regulator	b0294	JW5031	ECK0293
311336	311563	CDS	D	ykgL	ykgL	hypothetical protein	b0295	JW5033	ECK0294
313581	314468	CDS	D	eaeH	eaeH	attaching and effacing protein%2C pathogenesis factor	b0297	JW0291	ECK0297
315674	316360	CDS	C	ykgA	ykgA	predicted DNA-binding transcriptional regulator	b0300	JW5037	ECK0300
316950	317543	CDS	C	ykgB	ykgB	conserved inner membrane protein	b0301	JW5038	ECK0301
317555	317791	CDS	C	ykgI	ykgI	hypothetical protein	b0303	JW5039	ECK0302
317900	319225	CDS	C	ykgC	ykgC	predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain	b0304	JW5040	ECK0303
319451	320305	CDS	D	ykgD	ykgD	predicted DNA-binding transcriptional regulator	b0305	JW0298	ECK0304
320832	321551	CDS	D	ykgE	ykgE	predicted oxidoreductase	b0306	JW5041	ECK0305
321562	322989	CDS	D	ykgF	ykgF	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	b0307	JW0300	ECK0306
322982	323677	CDS	D	ykgG	ykgG	predicted transporter	b0308	JW5042	ECK0307
323920	324588	CDS	C	ykgH	ykgH	predicted inner membrane protein	b0310	JW0302	ECK0308
324801	326471	CDS	C	betA	betA	choline dehydrogenase%2C a flavoprotein	b0311	JW0303	ECK0309
326485	327957	CDS	C	betB	betB	betaine aldehyde dehydrogenase%2C NAD-dependent	b0312	JW0304	ECK0310
327971	328558	CDS	C	betI	betI	DNA-binding transcriptional repressor	b0313	JW0305	ECK0311
328687	330720	CDS	D	betT	betT	choline transporter of high affinity	b0314	JW0306	ECK0312
331595	332683	CDS	D	yahA	yahA	predicted DNA-binding transcriptional regulator	b0315	JW0307	ECK0313
332725	333657	CDS	C	yahB	yahB	predicted DNA-bindng transcriptional regulator	b0316	JW0308	ECK0314
333749	334246	CDS	C	yahC	yahC	predicted inner membrane protein	b0317	JW0309	ECK0315
334504	335109	CDS	D	yahD	yahD	predicted transcriptional regulator with ankyrin domain	b0318	JW0310	ECK0316
335149	336012	CDS	D	yahE	yahE	hypothetical protein	b0319	JW0311	ECK0317
336002	337549	CDS	D	yahF	yahF	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain	b0320	JW0312	ECK0318
337549	338967	CDS	D	yahG	yahG	conserved hypothetical protein	b0321	JW0313	ECK0319
339017	339313	CDS	D	yahH	yahH	hypothetical protein	b0322	JW5893	ECK0320
339389	340339	CDS	D	yahI	yahI	predicted carbamate kinase-like protein	b0323	JW0315	ECK0321
340349	341731	CDS	D	yahJ	yahJ	predicted deaminase with metallo-dependent hydrolase domain	b0324	JW0316	ECK0322
342108	343157	CDS	D	yahK	yahK	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b0325	JW0317	ECK0323
343400	344215	CDS	D	yahL	yahL	hypothetical protein	b0326	JW0318	ECK0324
344628	344873	CDS	D	yahM	yahM	hypothetical protein	b0327	JW5044	ECK0325
344890	345561	CDS	C	yahN	yahN	neutral amino-acid efflux system	b0328	JW0320	ECK0326
345708	345983	CDS	D	yahO	yahO	hypothetical protein	b0329	JW0321	ECK0327
346081	347667	CDS	C	prpR	prpR	DNA-binding transcriptional regulator	b0330	JW0322	ECK0328
347906	348796	CDS	D	prpB	prpB	2-methylisocitrate lyase	b0331	JW0323	ECK0329
349236	350405	CDS	D	prpC	prpC	2-methylcitrate synthase	b0333	JW0324	ECK0330
350439	351890	CDS	D	prpD	prpD	2-methylcitrate dehydratase	b0334	JW0325	ECK0331
351930	353816	CDS	D	prpE	prpE	predicted propionyl-CoA synthetase with ATPase domain	b0335	JW0326	ECK0332
354146	355405	CDS	D	codB	codB	cytosine transporter	b0336	JW0327	ECK0333
355395	356678	CDS	D	codA	codA	cytosine deaminase	b0337	JW0328	ECK0334
357015	357914	CDS	C	cynR	cynR	DNA-binding transcriptional dual regulator	b0338	JW5894	ECK0335
358023	358682	CDS	D	cynT	cynT	carbonic anhydrase	b0339	JW0330	ECK0336
358713	359183	CDS	D	cynS	cynS	cyanate aminohydrolase	b0340	JW0331	ECK0337
359216	360370	CDS	D	cynX	cynX	predicted cyanate transporter	b0341	JW0332	ECK0338
360473	361084	CDS	C	lacA	lacA	thiogalactoside acetyltransferase	b0342	JW0333	ECK0339
361150	362403	CDS	C	lacY	lacY	lactose/galactose transporter	b0343	JW0334	ECK0340
362455	365529	CDS	C	lacZ	lacZ	beta-D-galactosidase	b0344	JW0335	ECK0341
365652	366734	CDS	C	lacI	lacI	DNA-binding transcriptional repressor	b0345	JW0336	ECK0342
366811	367758	CDS	C	mhpR	mhpR	DNA-binding transcriptional activator%2C 3HPP-binding	b0346	JW0337	ECK0343
367835	369499	CDS	D	mhpA	mhpA	3-(3-hydroxyphenyl)propionate hydroxylase	b0347	JW0338	ECK0344
369501	370445	CDS	D	mhpB	mhpB	2%2C3-dihydroxyphenylpropionate 1%2C2-dioxygenase	b0348	JW0339	ECK0345
370448	371329	CDS	D	mhpC	mhpC	2-hydroxy-6-ketonona-2%2C4-dienedioic acid hydrolase	b0349	JW0340	ECK0346
371339	372148	CDS	D	mhpD	mhpD	2-keto-4-pentenoate hydratase	b0350	JW0341	ECK0347
372145	373095	CDS	D	mhpF	mhpF	acetaldehyde-CoA dehydrogenase II%2C NAD-binding	b0351	JW0342	ECK0348
373092	374105	CDS	D	mhpE	mhpE	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase%2C class I	b0352	JW0343	ECK0349
374683	375894	CDS	D	mhpT	mhpT	predicted 3-hydroxyphenylpropionic transporter	b0353	JW5046	ECK0350
375996	376535	CDS	D	yaiL	yaiL	nucleoprotein/polynucleotide-associated enzyme	b0354	JW0345	ECK0351
376759	377592	CDS	C	frmB	frmB	predicted esterase	b0355	JW0346	ECK0352
377686	378795	CDS	C	frmA	frmA	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	b0356	JW0347	ECK0353
378830	379105	CDS	C	frmR	frmR	regulator protein that represses frmRAB operon	b0357	JW0348	ECK0354
379293	380066	CDS	C	yaiO	yaiO	hypothetical protein	b0358	JW0349	ECK0355
380068	380283	CDS	C	yaiX	yaiX	yaiX	b0359	JW0350	ECK0356
381728	382114	CDS	C	yaiF	yaiF	hypothetical protein	b0362	JW5814	ECK0359
381963	383159	CDS	C	yaiP	yaiP	predicted glucosyltransferase	b0363	JW0355	ECK0360
383283	383840	CDS	C	yaiS	yaiS	conserved hypothetical protein	b0364	JW0356	ECK0361
384456	385418	CDS	D	tauA	tauA	taurine transporter subunit	b0365	JW0357	ECK0362
385431	386198	CDS	D	tauB	tauB	taurine transporter subunit	b0366	JW0358	ECK0363
386195	387022	CDS	D	tauC	tauC	taurine transporter subunit	b0367	JW0359	ECK0364
387019	387870	CDS	D	tauD	tauD	taurine dioxygenase%2C 2-oxoglutarate-dependent	b0368	JW0360	ECK0365
387977	388951	CDS	C	hemB	hemB	porphobilinogen synthase	b0369	JW0361	ECK0366
389121	389339	CDS	C	ykiB	ykiB	hypothetical protein	b0370	JW5049	ECK0367
389475	390935	CDS	D	yaiT	yaiT	hypothetical protein	b0371	JW0362	ECK0368
392239	393642	CDS	D	yaiU	yaiU	hypothetical protein	b0374	JW5051	ECK0369
393685	394353	CDS	D	yaiV	yaiV	predicted DNA-binding transcriptional regulator	b0375	JW0366	ECK0370
394354	395511	CDS	C	ampH	ampH	beta-lactamase/D-alanine carboxypeptidase	b0376	JW5052	ECK0371
395863	397083	CDS	D	sbmA	sbmA	predicted transporter	b0377	JW0368	ECK0372
397096	398190	CDS	D	yaiW	yaiW	predicted DNA-binding transcriptional regulator	b0378	JW0369	ECK0373
398249	398557	CDS	C	yaiY	yaiY	predicted inner membrane protein	b0379	JW0370	ECK0374
398817	399029	CDS	D	yaiZ	yaiZ	predicted inner membrane protein	b0380	JW5053	ECK0375
399053	400147	CDS	C	ddlA	ddlA	D-alanine-D-alanine ligase A	b0381	JW0372	ECK0376
400610	400870	CDS	D	yaiB	yaiB	hypothetical protein	b0382	JW0373	ECK0377
400971	402386	CDS	D	phoA	phoA	alkaline phosphatase	b0383	JW0374	ECK0378
402505	402825	CDS	D	psiF	psiF	conserved hypothetical protein	b0384	JW5054	ECK0379
402927	404042	CDS	D	yaiC	yaiC	predicted diguanylate cyclase	b0385	JW0376	ECK0380
404059	404868	CDS	C	proC	proC	pyrroline-5-carboxylate reductase%2C NAD(P)-binding	b0386	JW0377	ECK0381
404988	405446	CDS	D	yaiI	yaiI	conserved hypothetical protein	b0387	JW0378	ECK0382
405629	406153	CDS	D	aroL	aroL	shikimate kinase II	b0388	JW0379	ECK0383
406203	406394	CDS	D	yaiA	yaiA	hypothetical protein	b0389	JW0380	ECK0384
406652	407329	CDS	D	aroM	aroM	conserved hypothetical protein	b0390	JW0381	ECK0385
407401	407685	CDS	D	yaiE	yaiE	conserved hypothetical protein	b0391	JW0382	ECK0386
407893	408174	CDS	D	ykiA	ykiA	hypothetical protein	b0392	JW0383	ECK0387
408332	409243	CDS	C	rdgC	rdgC	DNA-binding protein%2C non-specific	b0393	JW0384	ECK0388
409368	410276	CDS	D	mak	mak	manno(fructo)kinase	b0394	JW0385	ECK0389
410521	411705	CDS	C	araJ	araJ	predicted transporter	b0396	JW0386	ECK0390
411831	414977	CDS	C	sbcC	sbcC	exonuclease%2C dsDNA%2C ATP-dependent	b0397	JW0387	ECK0391
414974	416176	CDS	C	sbcD	sbcD	exonuclease%2C dsDNA%2C ATP-dependent	b0398	JW0388	ECK0392
416366	417055	CDS	D	phoB	phoB	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC)	b0399	JW0389	ECK0393
417113	418408	CDS	D	phoR	phoR	sensory histidine kinase in two-component regulatory system with PhoB	b0400	JW0390	ECK0394
418815	420134	CDS	D	brnQ	brnQ	predicted branched chain amino acid transporter	b0401	JW0391	ECK0395
420210	421583	CDS	D	proY	proY	predicted cryptic proline transporter	b0402	JW5055	ECK0396
421739	423556	CDS	D	malZ	malZ	maltodextrin glucosidase	b0403	JW0393	ECK0397
423561	424142	CDS	C	yajB	yajB	conserved hypothetical protein	b0404	JW0394	ECK0398
424235	425305	CDS	D	queA	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	b0405	JW0395	ECK0399
425361	426488	CDS	D	tgt	tgt	tRNA-guanine transglycosylase	b0406	JW0396	ECK0400
426511	426843	CDS	D	yajC	yajC	SecYEG protein translocase auxillary subunit	b0407	JW0397	ECK0401
426871	428718	CDS	D	secD	secD	SecYEG protein translocase auxillary subunit	b0408	JW0398	ECK0402
428729	429700	CDS	D	secF	secF	SecYEG protein translocase auxillary subunit	b0409	JW0399	ECK0403
429829	430176	CDS	D	yajD	yajD	conserved hypothetical protein	b0410	JW0400	ECK0404
430353	431237	CDS	C	tsx	tsx	nucleoside channel%2C receptor of phage T6 and colicin K	b0411	JW0401	ECK0405
431536	432075	CDS	C	yajI	yajI	predicted lipoprotein	b0412	JW5056	ECK0406
432226	432675	CDS	D	ybaD	ybaD	conserved hypothetical protein	b0413	JW0403	ECK0407
432679	433782	CDS	D	ribD	ribD	fused diaminohydroxyphosphoribosylaminopyrimidin e deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	b0414	JW0404	ECK0408
433871	434341	CDS	D	ribE	ribE	riboflavin synthase beta chain	b0415	JW0405	ECK0409
434361	434780	CDS	D	nusB	nusB	transcription antitermination protein	b0416	JW0406	ECK0410
434858	435835	CDS	D	thiL	thiL	thiamin-monophosphate kinase	b0417	JW0407	ECK0411
435813	436331	CDS	D	pgpA	pgpA	phosphatidylglycerophosphatase A	b0418	JW0408	ECK0412
436385	437359	CDS	C	yajO	yajO	predicted oxidoreductase%2C NAD(P)-binding	b0419	JW0409	ECK0413
437539	439401	CDS	C	dxs	dxs	1-deoxyxylulose-5-phosphate synthase%2C thiamine-requiring%2C FAD-requiring	b0420	JW0410	ECK0414
439426	440325	CDS	C	ispA	ispA	geranyltranstransferase	b0421	JW0411	ECK0415
440325	440567	CDS	C	xseB	xseB	exonuclease VII small subunit	b0422	JW0412	ECK0416
440773	442221	CDS	D	thiI	thiI	sulfurtransferase required for thiamine and 4-thiouridine biosynthesis	b0423	JW0413	ECK0417
442275	442865	CDS	C	yajL	yajL	conserved hypothetical protein	b0424	JW5057	ECK0418
442828	443739	CDS	C	panE	panE	2-dehydropantoate reductase%2C NADPH-specific	b0425	JW0415	ECK0419
443907	444398	CDS	D	yajQ	yajQ	predicted nucleotide binding protein	b0426	JW5058	ECK0420
444526	445890	CDS	C	yajR	yajR	predicted transporter	b0427	JW5059	ECK0421
446039	446929	CDS	C	cyoE	cyoE	protoheme IX farnesyltransferase	b0428	JW0418	ECK0422
446941	447270	CDS	C	cyoD	cyoD	cytochrome o ubiquinol oxidase subunit IV	b0429	JW0419	ECK0423
447270	447884	CDS	C	cyoC	cyoC	cytochrome o ubiquinol oxidase subunit III	b0430	JW0420	ECK0424
447874	449865	CDS	C	cyoB	cyoB	cytochrome o ubiquinol oxidase subunit I	b0431	JW0421	ECK0425
449887	450834	CDS	C	cyoA	cyoA	cytochrome o ubiquinol oxidase subunit II	b0432	JW0422	ECK0426
451294	452769	CDS	C	ampG	ampG	muropeptide transporter	b0433	JW0423	ECK0427
452813	453391	CDS	C	yajG	yajG	predicted lipoprotein	b0434	JW0424	ECK0428
453696	454013	CDS	D	bolA	bolA	regulator of penicillin binding proteins and beta lactamase transcription (morphogene)	b0435	JW5060	ECK0429
454357	455655	CDS	D	tig	tig	peptidyl-prolyl cis/trans isomerase	b0436	JW0426	ECK0430
455901	456524	CDS	D	clpP	clpP	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	b0437	JW0427	ECK0431
456650	457924	CDS	D	clpX	clpX	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	b0438	JW0428	ECK0432
458112	460466	CDS	D	lon	lon	DNA-binding ATP-dependent protease La	b0439	JW0429	ECK0433
460675	460947	CDS	D	hupB	hupB	HU%2C DNA-binding transcriptional regulator%2C beta subunit	b0440	JW0430	ECK0434
461139	463010	CDS	D	ppiD	ppiD	peptidyl-prolyl cis-trans isomerase	b0441	JW0431	ECK0435
463161	463532	CDS	D	ybaV	ybaV	conserved hypothetical protein	b0442	JW0432	ECK0436
463626	464024	CDS	D	ybaW	ybaW	conserved hypothetical protein	b0443	JW0433	ECK0437
464076	464771	CDS	C	ybaX	ybaX	predicted aluminum resistance protein	b0444	JW0434	ECK0438
464836	466536	CDS	C	ybaE	ybaE	predicted transporter subunit	b0445	JW0435	ECK0439
466636	467454	CDS	D	cof	cof	thiamin pyrimidine pyrophosphate hydrolase	b0446	JW0436	ECK0440
467607	468065	CDS	D	ybaO	ybaO	predicted DNA-binding transcriptional regulator	b0447	JW0437	ECK0441
468095	469867	CDS	D	mdlA	mdlA	fused predicted multidrug transporter subunits and ATP-binding components of ABC superfamily	b0448	JW0438	ECK0442
469860	471641	CDS	D	mdlB	mdlB	fused predicted multidrug transporter subunits and ATP binding components of ABC superfamily	b0449	JW5061	ECK0443
471822	472160	CDS	D	glnK	glnK	nitrogen assimilation regulatory protein for GlnL%2C GlnE%2C and AmtB	b0450	JW0440	ECK0444
472190	473476	CDS	D	amtB	amtB	ammonium transporter	b0451	JW0441	ECK0445
473525	474385	CDS	C	tesB	tesB	acyl-CoA thioesterase II	b0452	JW0442	ECK0446
474603	475175	CDS	D	ybaY	ybaY	predicted outer membrane lipoprotein	b0453	JW0443	ECK0447
475206	475595	CDS	C	ybaZ	ybaZ	predicted methyltransferase	b0454	JW0444	ECK0448
475672	475785	transcript	D	ffs	ffs	ffs	b0455	JWR0009	ECK0449
475896	476249	CDS	D	ybaA	ybaA	conserved hypothetical protein	b0456	JW0445	ECK0450
476291	477841	CDS	C	ylaB	ylaB	conserved inner membrane protein	b0457	JW5062	ECK0451
478005	478475	CDS	C	ylaC	ylaC	predicted inner membrane protein	b0458	JW5063	ECK0452
478591	479142	CDS	C	maa	maa	maltose O-acetyltransferase	b0459	JW0448	ECK0453
479314	479532	CDS	C	hha	hha	modulator of gene expression%2C with H-NS	b0460	JW0449	ECK0454
479558	479932	CDS	C	ybaJ	ybaJ	hypothetical protein	b0461	JW0450	ECK0455
480478	483627	CDS	C	acrB	acrB	multidrug efflux system protein	b0462	JW0451	ECK0456
483650	484843	CDS	C	acrA	acrA	multidrug efflux system	b0463	JW0452	ECK0457
484985	485632	CDS	D	acrR	acrR	DNA-binding transcriptional regulator	b0464	JW0453	ECK0458
485760	489122	CDS	D	kefA	kefA	fused mechanosensitive channel proteins	b0465	JW0454	ECK0459
489334	489495	CDS	C	ybaM	ybaM	hypothetical protein	b0466	JW0455	ECK0460
489509	490036	CDS	C	priC	priC	primosomal replication protein N''	b0467	JW0456	ECK0461
490106	490483	CDS	D	ybaN	ybaN	conserved inner membrane protein	b0468	JW0457	ECK0462
490636	491187	CDS	D	apt	apt	adenine phosphoribosyltransferase	b0469	JW0458	ECK0463
491316	493247	CDS	D	dnaX	dnaX	DNA polymerase III/DNA elongation factor III%2C tau and gamma subunits	b0470	JW0459	ECK0464
493300	493629	CDS	D	ybaB	ybaB	conserved hypothetical protein	b0471	JW0460	ECK0465
493629	494234	CDS	D	recR	recR	gap repair protein	b0472	JW0461	ECK0466
494344	496218	CDS	D	htpG	htpG	molecular chaperone HSP90 family	b0473	JW0462	ECK0467
496399	497043	CDS	D	adk	adk	adenylate kinase	b0474	JW0463	ECK0468
497279	498241	CDS	D	hemH	hemH	ferrochelatase	b0475	JW0464	ECK0469
498238	499197	CDS	C	aes	aes	acetyl esterase	b0476	JW0465	ECK0470
499349	500653	CDS	D	gsk	gsk	inosine/guanosine kinase	b0477	JW0466	ECK0471
500786	502462	CDS	C	ybaL	ybaL	predicted transporter with NAD(P)-binding Rossmann-fold domain	b0478	JW0467	ECK0472
502700	503920	CDS	C	fsr	fsr	predicted fosmidomycin efflux system	b0479	JW0468	ECK0473
504138	505790	CDS	D	ushA	ushA	bifunctional UDP-sugar hydrolase and 5'-nucleotidase	b0480	JW0469	ECK0474
505827	506306	CDS	C	ybaK	ybaK	conserved hypothetical protein	b0481	JW0470	ECK0475
506510	507304	CDS	C	ybaP	ybaP	conserved hypothetical protein	b0482	JW0471	ECK0476
507442	507783	CDS	D	ybaQ	ybaQ	predicted DNA-binding transcriptional regulator	b0483	JW0472	ECK0477
508099	510603	CDS	C	copA	copA	copper transporter	b0484	JW0473	ECK0478
510865	511797	CDS	D	ybaS	ybaS	predicted glutaminase	b0485	JW0474	ECK0479
511800	513092	CDS	D	ybaT	ybaT	predicted transporter	b0486	JW0475	ECK0480
513217	513624	CDS	D	cueR	cueR	DNA-binding transcriptional activator	b0487	JW0476	ECK0481
513625	514080	CDS	C	ybbJ	ybbJ	conserved inner membrane protein	b0488	JW5065	ECK0482
514080	514997	CDS	C	ybbK	ybbK	predicted protease%2C membrane anchored	b0489	JW0478	ECK0483
515143	515820	CDS	D	ybbL	ybbL	predicted transporter subunit	b0490	JW0479	ECK0484
515807	516586	CDS	D	ybbM	ybbM	predicted inner membrane protein	b0491	JW5066	ECK0485
516649	517503	CDS	C	ybbN	ybbN	predicted thioredoxin domain-containing protein	b0492	JW5067	ECK0486
517564	518373	CDS	C	ybbO	ybbO	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	b0493	JW0482	ECK0487
518363	518989	CDS	C	tesA	tesA	multifunctional acyl-CoA thioesterase I%2C protease I%2C and lysophospholipase L1	b0494	JW0483	ECK0488
518957	519643	CDS	D	ybbA	ybbA	predicted transporter subunit	b0495	JW0484	ECK0489
519640	522054	CDS	D	ybbP	ybbP	predicted inner membrane protein	b0496	JW0485	ECK0490
522485	526765	CDS	D	rhsD	rhsD	rhsD element protein	b0497	JW0486	ECK0491
526805	527173	CDS	D	ybbC	ybbC	hypothetical protein	b0498	JW0487	ECK0492
527173	527883	CDS	D	ylbH	ylbH	conserved hypothetical protein%2C rhs-like	b0499	JW0488	ECK0493
527864	528124	CDS	D	ybbD	ybbD	hypothetical protein	b0500	JW0489	ECK0494
528869	529240	CDS	C	ylbG	ylbG	predicted DNA-binding transcriptional regulator	b0502	JW5880	ECK0495
529356	530450	CDS	C	ybbB	ybbB	tRNA 2-selenouridine synthase%2C selenophosphate-dependent	b0503	JW0491	ECK0496
530519	531445	CDS	C	ybbS	ybbS	transcriptional activator of the allD operon	b0504	JW0492	ECK0497
531675	532157	CDS	D	allA	allA	ureidoglycolate hydrolase	b0505	JW0493	ECK0498
532235	533050	CDS	D	allR	allR	DNA-binding transcriptional regulator	b0506	JW0494	ECK0499
533140	534921	CDS	D	gcl	gcl	glyoxylate carboligase	b0507	JW0495	ECK0500
534934	535710	CDS	D	hyi	hyi	hydroxypyruvate isomerase	b0508	JW0496	ECK0501
535810	536688	CDS	D	glxR	glxR	tartronate semialdehyde reductase%2C NADH-dependent	b0509	JW0497	ECK0502
536720	536998	CDS	D	ybbV	ybbV	hypothetical protein	b0510	JW0498	ECK0503
536857	538311	CDS	D	ybbW	ybbW	predicted allantoin transporter	b0511	JW0499	ECK0504
538371	539732	CDS	D	allB	allB	allantoinase	b0512	JW0500	ECK0505
539789	541090	CDS	D	ybbY	ybbY	predicted uracil/xanthine transporter	b0513	JW0501	ECK0506
541112	542257	CDS	D	glxK	glxK	glycerate kinase II	b0514	JW0502	ECK0507
542485	543270	CDS	C	ylbA	ylbA	conserved hypothetical protein	b0515	JW0503	ECK0508
543281	544516	CDS	C	allC	allC	allantoate amidohydrolase	b0516	JW0504	ECK0509
544538	545587	CDS	C	allD	allD	ureidoglycolate dehydrogenase	b0517	JW0505	ECK0510
545904	547571	CDS	D	fdrA	fdrA	predicted acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain	b0518	JW0506	ECK0511
548850	549665	CDS	D	ylbF	ylbF	conserved hypothetical protein	b0520	JW0509	ECK0513
549662	550555	CDS	D	ybcF	ybcF	predicted carbamate kinase	b0521	JW0510	ECK0514
550750	551817	CDS	C	purK	purK	N5-carboxyaminoimidazole ribonucleotide synthase	b0522	JW0511	ECK0515
551814	552323	CDS	C	purE	purE	N5-carboxyaminoimidazole ribonucleotide mutase	b0523	JW0512	ECK0516
552441	553163	CDS	C	lpxH	lpxH	UDP-2%2C3-diacylglucosamine pyrophosphatase	b0524	JW0513	ECK0517
