"","ProbeName","Count","Count.gbkey","Gbkeys","IDs","ECKnbs","JWnbs","Bnbs","IStag"
"292","ykgE",1,1,"CDS","cds-BAE76090.1","ECK0305","JW5041","b0306",FALSE
"293","ykgF",1,1,"CDS","cds-BAE76091.1","ECK0306","JW0300","b0307",FALSE
"294","ykgG",1,1,"CDS","cds-BAE76092.1","ECK0307","JW5042","b0308",FALSE
"295","ykgH",1,1,"CDS","cds-BAE76093.1","ECK0308","JW0302","b0310",FALSE
"296","betA",1,1,"CDS","cds-BAE76094.1","ECK0309","JW0303","b0311",FALSE
"297","betB",1,1,"CDS","cds-BAE76095.1","ECK0310","JW0304","b0312",FALSE
"298","betI",1,1,"CDS","cds-BAE76096.1","ECK0311","JW0305","b0313",FALSE
"299","betT",1,1,"CDS","cds-BAE76097.1","ECK0312","JW0306","b0314",FALSE
"300","yahA",1,1,"CDS","cds-BAE76098.1","ECK0313","JW0307","b0315",FALSE
"301","yahB",1,1,"CDS","cds-BAE76099.1","ECK0314","JW0308","b0316",FALSE
"302","yahC",1,1,"CDS","cds-BAE76100.1","ECK0315","JW0309","b0317",FALSE
"303","yahD",1,1,"CDS","cds-BAE76101.1","ECK0316","JW0310","b0318",FALSE
"304","yahE",1,1,"CDS","cds-BAE76102.1","ECK0317","JW0311","b0319",FALSE
"305","yahF",1,1,"CDS","cds-BAE76103.1","ECK0318","JW0312","b0320",FALSE
"306","yahG",1,1,"CDS","cds-BAE76104.1","ECK0319","JW0313","b0321",FALSE
"307","yahH",1,1,"CDS","cds-BAE76105.1","ECK0320","JW5893","b0322",FALSE
"308","yahI",1,1,"CDS","cds-BAE76106.1","ECK0321","JW0315","b0323",FALSE
"309","yahJ",1,1,"CDS","cds-BAE76107.1","ECK0322","JW0316","b0324",FALSE
"310","yahK",1,1,"CDS","cds-BAE76108.1","ECK0323","JW0317","b0325",FALSE
"311","yahL",1,1,"CDS","cds-BAE76109.1","ECK0324","JW0318","b0326",FALSE
"312","yahM",1,1,"CDS","cds-BAE76110.1","ECK0325","JW5044","b0327",FALSE
"313","yahN",1,1,"CDS","cds-BAE76111.1","ECK0326","JW0320","b0328",FALSE
"314","yahO",1,1,"CDS","cds-BAE76112.1","ECK0327","JW0321","b0329",FALSE
"315","prpR",1,1,"CDS","cds-BAE76113.1","ECK0328","JW0322","b0330",FALSE
"316","prpB",1,1,"CDS","cds-BAE76114.1","ECK0329","JW0323","b0331",FALSE
"317","prpC",1,1,"CDS","cds-BAE76115.1","ECK0330","JW0324","b0333",FALSE
"318","prpD",1,1,"CDS","cds-BAE76116.1","ECK0331","JW0325","b0334",FALSE
"319","prpE",1,1,"CDS","cds-BAE76117.1","ECK0332","JW0326","b0335",FALSE
"320","codB",1,1,"CDS","cds-BAE76118.1","ECK0333","JW0327","b0336",FALSE
"321","codA",1,1,"CDS","cds-BAE76119.1","ECK0334","JW0328","b0337",FALSE
"322","cynR",1,1,"CDS","cds-BAE76120.1","ECK0335","JW5894","b0338",FALSE
"323","cynT",1,1,"CDS","cds-BAE76121.1","ECK0336","JW0330","b0339",FALSE
"324","cynS",1,1,"CDS","cds-BAE76122.1","ECK0337","JW0331","b0340",FALSE
"325","cynX",1,1,"CDS","cds-BAE76123.1","ECK0338","JW0332","b0341",FALSE
"326","lacA",1,1,"CDS","cds-BAE76124.1","ECK0339","JW0333","b0342",FALSE
"327","lacY",1,1,"CDS","cds-BAE76125.1","ECK0340","JW0334","b0343",FALSE
"328","lacZ",1,1,"CDS","cds-BAE76126.1","ECK0341","JW0335","b0344",FALSE
"329","lacI",1,1,"CDS","cds-BAE76127.1","ECK0342","JW0336","b0345",FALSE
"330","mhpR",1,1,"CDS","cds-BAE76128.1","ECK0343","JW0337","b0346",FALSE
"331","mhpA",1,1,"CDS","cds-BAE76129.1","ECK0344","JW0338","b0347",FALSE
"332","mhpB",1,1,"CDS","cds-BAE76130.1","ECK0345","JW0339","b0348",FALSE
"333","mhpC",1,1,"CDS","cds-BAE76131.1","ECK0346","JW0340","b0349",FALSE
"334","mhpD",1,1,"CDS","cds-BAE76132.1","ECK0347","JW0341","b0350",FALSE
"335","mhpF",1,1,"CDS","cds-BAE76133.1","ECK0348","JW0342","b0351",FALSE
"336","mhpE",1,1,"CDS","cds-BAE76134.1","ECK0349","JW0343","b0352",FALSE
"337","mhpT",1,1,"CDS","cds-BAE76135.1","ECK0350","JW5046","b0353",FALSE
"338","yaiL",1,1,"CDS","cds-BAE76136.1","ECK0351","JW0345","b0354",FALSE
"339","frmB",1,1,"CDS","cds-BAE76137.1","ECK0352","JW0346","b0355",FALSE
"340","frmA",1,1,"CDS","cds-BAE76138.1","ECK0353","JW0347","b0356",FALSE
"341","frmR",1,1,"CDS","cds-BAE76139.1","ECK0354","JW0348","b0357",FALSE
"342","yaiO",1,1,"CDS","cds-BAE76140.1","ECK0355","JW0349","b0358",FALSE
"343","yaiX",1,1,"CDS","cds-yaiX","ECK0356","JW0350","b0359",FALSE
"344","yaiF",1,1,"CDS","cds-BAE76143.1","ECK0359","JW5814","b0362",FALSE
"345","yaiP",1,1,"CDS","cds-BAE76144.1","ECK0360","JW0355","b0363",FALSE
"346","yaiS",1,1,"CDS","cds-BAE76145.1","ECK0361","JW0356","b0364",FALSE
"347","tauA",1,1,"CDS","cds-BAE76146.1","ECK0362","JW0357","b0365",FALSE
"348","tauB",1,1,"CDS","cds-BAE76147.1","ECK0363","JW0358","b0366",FALSE
"349","tauC",1,1,"CDS","cds-BAE76148.1","ECK0364","JW0359","b0367",FALSE
"350","tauD",1,1,"CDS","cds-BAE76149.1","ECK0365","JW0360","b0368",FALSE
"351","hemB",1,1,"CDS","cds-BAE76150.1","ECK0366","JW0361","b0369",FALSE
"352","ykiB",1,1,"CDS","cds-BAE76151.1","ECK0367","JW5049","b0370",FALSE
"353","yaiT",1,1,"CDS","cds-BAE76152.1","ECK0368","JW0362","b0371",FALSE
"354","yaiU",1,1,"CDS","cds-BAE76155.1","ECK0369","JW5051","b0374",FALSE
"355","yaiV",1,1,"CDS","cds-BAE76156.1","ECK0370","JW0366","b0375",FALSE
"356","ampH",1,1,"CDS","cds-BAE76157.1","ECK0371","JW5052","b0376",FALSE
"357","sbmA",1,1,"CDS","cds-BAE76158.1","ECK0372","JW0368","b0377",FALSE
"358","yaiW",1,1,"CDS","cds-BAE76159.1","ECK0373","JW0369","b0378",FALSE
"359","yaiY",1,1,"CDS","cds-BAE76160.1","ECK0374","JW0370","b0379",FALSE
"360","yaiZ",1,1,"CDS","cds-BAE76161.1","ECK0375","JW5053","b0380",FALSE
"361","ddlA",1,1,"CDS","cds-BAE76162.1","ECK0376","JW0372","b0381",FALSE
"362","yaiB",1,1,"CDS","cds-BAE76163.1","ECK0377","JW0373","b0382",FALSE
"363","phoA",1,1,"CDS","cds-BAE76164.1","ECK0378","JW0374","b0383",FALSE
"364","psiF",1,1,"CDS","cds-BAE76165.1","ECK0379","JW5054","b0384",FALSE
"365","yaiC",1,1,"CDS","cds-BAE76166.1","ECK0380","JW0376","b0385",FALSE
"366","proC",1,1,"CDS","cds-BAE76167.1","ECK0381","JW0377","b0386",FALSE
"367","yaiI",1,1,"CDS","cds-BAE76168.1","ECK0382","JW0378","b0387",FALSE
"368","aroL",1,1,"CDS","cds-BAE76169.1","ECK0383","JW0379","b0388",FALSE
"369","yaiA",1,1,"CDS","cds-BAE76170.1","ECK0384","JW0380","b0389",FALSE
"370","aroM",1,1,"CDS","cds-BAE76171.1","ECK0385","JW0381","b0390",FALSE
"371","yaiE",1,1,"CDS","cds-BAE76172.1","ECK0386","JW0382","b0391",FALSE
"372","ykiA",1,1,"CDS","cds-BAE76173.1","ECK0387","JW0383","b0392",FALSE
"373","rdgC",1,1,"CDS","cds-BAE76174.1","ECK0388","JW0384","b0393",FALSE
"374","mak",1,1,"CDS","cds-BAE76175.1","ECK0389","JW0385","b0394",FALSE
"375","araJ",1,1,"CDS","cds-BAE76176.1","ECK0390","JW0386","b0396",FALSE
"376","sbcC",1,1,"CDS","cds-BAE76177.1","ECK0391","JW0387","b0397",FALSE
"377","sbcD",1,1,"CDS","cds-BAE76178.1","ECK0392","JW0388","b0398",FALSE
"378","phoB",1,1,"CDS","cds-BAE76179.1","ECK0393","JW0389","b0399",FALSE
"379","phoR",1,1,"CDS","cds-BAE76180.1","ECK0394","JW0390","b0400",FALSE
"380","brnQ",1,1,"CDS","cds-BAE76181.1","ECK0395","JW0391","b0401",FALSE
"381","proY",1,1,"CDS","cds-BAE76182.1","ECK0396","JW5055","b0402",FALSE
"382","malZ",1,1,"CDS","cds-BAE76183.1","ECK0397","JW0393","b0403",FALSE
"383","yajB",1,1,"CDS","cds-BAE76184.1","ECK0398","JW0394","b0404",FALSE
"384","queA",1,1,"CDS","cds-BAE76185.1","ECK0399","JW0395","b0405",FALSE
"385","tgt",1,1,"CDS","cds-BAE76186.1","ECK0400","JW0396","b0406",FALSE
"386","yajC",1,1,"CDS","cds-BAE76187.1","ECK0401","JW0397","b0407",FALSE
"387","secD",1,1,"CDS","cds-BAE76188.1","ECK0402","JW0398","b0408",FALSE
"388","secF",1,1,"CDS","cds-BAE76189.1","ECK0403","JW0399","b0409",FALSE
"389","yajD",1,1,"CDS","cds-BAE76190.1","ECK0404","JW0400","b0410",FALSE
"390","tsx",1,1,"CDS","cds-BAE76191.1","ECK0405","JW0401","b0411",FALSE
"391","yajI",1,1,"CDS","cds-BAE76192.1","ECK0406","JW5056","b0412",FALSE
"392","ybaD",1,1,"CDS","cds-BAE76193.1","ECK0407","JW0403","b0413",FALSE
"393","ribD",1,1,"CDS","cds-BAE76194.1","ECK0408","JW0404","b0414",FALSE
"394","ribE",1,1,"CDS","cds-BAE76195.1","ECK0409","JW0405","b0415",FALSE
"395","nusB",1,1,"CDS","cds-BAE76196.1","ECK0410","JW0406","b0416",FALSE
"396","thiL",1,1,"CDS","cds-BAE76197.1","ECK0411","JW0407","b0417",FALSE
"397","pgpA",1,1,"CDS","cds-BAE76198.1","ECK0412","JW0408","b0418",FALSE
"398","yajO",1,1,"CDS","cds-BAE76199.1","ECK0413","JW0409","b0419",FALSE
"399","dxs",1,1,"CDS","cds-BAE76200.1","ECK0414","JW0410","b0420",FALSE
"400","ispA",1,1,"CDS","cds-BAE76201.1","ECK0415","JW0411","b0421",FALSE
"401","xseB",1,1,"CDS","cds-BAE76202.1","ECK0416","JW0412","b0422",FALSE
"402","thiI",1,1,"CDS","cds-BAE76203.1","ECK0417","JW0413","b0423",FALSE
"403","yajL",1,1,"CDS","cds-BAE76204.1","ECK0418","JW5057","b0424",FALSE
"404","panE",1,1,"CDS","cds-BAE76205.1","ECK0419","JW0415","b0425",FALSE
"405","yajQ",1,1,"CDS","cds-BAE76206.1","ECK0420","JW5058","b0426",FALSE
"406","yajR",1,1,"CDS","cds-BAE76207.1","ECK0421","JW5059","b0427",FALSE
"407","cyoE",1,1,"CDS","cds-BAE76208.1","ECK0422","JW0418","b0428",FALSE
"408","cyoD",1,1,"CDS","cds-BAE76209.1","ECK0423","JW0419","b0429",FALSE
"409","cyoC",1,1,"CDS","cds-BAE76210.1","ECK0424","JW0420","b0430",FALSE
"410","cyoB",1,1,"CDS","cds-BAE76211.1","ECK0425","JW0421","b0431",FALSE
"411","cyoA",1,1,"CDS","cds-BAE76212.1","ECK0426","JW0422","b0432",FALSE
"412","ampG",1,1,"CDS","cds-BAE76213.1","ECK0427","JW0423","b0433",FALSE
"413","yajG",1,1,"CDS","cds-BAE76214.1","ECK0428","JW0424","b0434",FALSE
"414","bolA",1,1,"CDS","cds-BAE76215.1","ECK0429","JW5060","b0435",FALSE
"415","tig",1,1,"CDS","cds-BAE76216.1","ECK0430","JW0426","b0436",FALSE
"416","clpP",1,1,"CDS","cds-BAE76217.1","ECK0431","JW0427","b0437",FALSE
"417","clpX",1,1,"CDS","cds-BAE76218.1","ECK0432","JW0428","b0438",FALSE
"418","lon",1,1,"CDS","cds-BAE76219.1","ECK0433","JW0429","b0439",FALSE
"419","hupB",1,1,"CDS","cds-BAE76220.1","ECK0434","JW0430","b0440",FALSE
"420","ppiD",1,1,"CDS","cds-BAE76221.1","ECK0435","JW0431","b0441",FALSE
"421","ybaV",1,1,"CDS","cds-BAE76222.1","ECK0436","JW0432","b0442",FALSE
"422","ybaW",1,1,"CDS","cds-BAE76223.1","ECK0437","JW0433","b0443",FALSE
"423","ybaX",1,1,"CDS","cds-BAE76224.1","ECK0438","JW0434","b0444",FALSE
"424","ybaE",1,1,"CDS","cds-BAE76225.1","ECK0439","JW0435","b0445",FALSE
"425","cof",1,1,"CDS","cds-BAE76226.1","ECK0440","JW0436","b0446",FALSE
"426","ybaO",1,1,"CDS","cds-BAE76227.1","ECK0441","JW0437","b0447",FALSE
"427","mdlA",1,1,"CDS","cds-BAE76228.1","ECK0442","JW0438","b0448",FALSE
"428","mdlB",1,1,"CDS","cds-BAE76229.1","ECK0443","JW5061","b0449",FALSE
"429","glnK",1,1,"CDS","cds-BAE76230.1","ECK0444","JW0440","b0450",FALSE
"430","amtB",1,1,"CDS","cds-BAE76231.1","ECK0445","JW0441","b0451",FALSE
"431","tesB",1,1,"CDS","cds-BAE76232.1","ECK0446","JW0442","b0452",FALSE
"432","ybaY",1,1,"CDS","cds-BAE76233.1","ECK0447","JW0443","b0453",FALSE
"433","ybaZ",1,1,"CDS","cds-BAE76234.1","ECK0448","JW0444","b0454",FALSE
"434","ffs",1,2,"misc_RNA,misc_RNA","rna-ffs,exon-ffs-1","ECK0449","JWR0009","b0455",FALSE
"435","ybaA",1,1,"CDS","cds-BAE76235.1","ECK0450","JW0445","b0456",FALSE
"436","ylaB",1,1,"CDS","cds-BAE76236.1","ECK0451","JW5062","b0457",FALSE
"437","ylaC",1,1,"CDS","cds-BAE76237.1","ECK0452","JW5063","b0458",FALSE
"438","maa",1,1,"CDS","cds-BAE76238.1","ECK0453","JW0448","b0459",FALSE
"439","hha",1,1,"CDS","cds-BAE76239.1","ECK0454","JW0449","b0460",FALSE
"440","ybaJ",1,1,"CDS","cds-BAE76240.1","ECK0455","JW0450","b0461",FALSE
"441","acrB",1,1,"CDS","cds-BAE76241.1","ECK0456","JW0451","b0462",FALSE
"442","acrA",1,1,"CDS","cds-BAE76242.1","ECK0457","JW0452","b0463",FALSE
"443","acrR",1,1,"CDS","cds-BAE76243.1","ECK0458","JW0453","b0464",FALSE
"444","kefA",1,1,"CDS","cds-BAE76244.1","ECK0459","JW0454","b0465",FALSE
"445","ybaM",1,1,"CDS","cds-BAE76245.1","ECK0460","JW0455","b0466",FALSE
"446","priC",1,1,"CDS","cds-BAE76246.1","ECK0461","JW0456","b0467",FALSE
"447","ybaN",1,1,"CDS","cds-BAE76247.1","ECK0462","JW0457","b0468",FALSE
"448","apt",1,1,"CDS","cds-BAE76248.1","ECK0463","JW0458","b0469",FALSE
"449","dnaX",1,1,"CDS","cds-BAE76249.1","ECK0464","JW0459","b0470",FALSE
"450","ybaB",1,1,"CDS","cds-BAE76250.1","ECK0465","JW0460","b0471",FALSE
"451","recR",1,1,"CDS","cds-BAE76251.1","ECK0466","JW0461","b0472",FALSE
"452","htpG",1,1,"CDS","cds-BAE76252.1","ECK0467","JW0462","b0473",FALSE
"453","adk",1,1,"CDS","cds-BAE76253.1","ECK0468","JW0463","b0474",FALSE
"454","hemH",1,1,"CDS","cds-BAE76254.1","ECK0469","JW0464","b0475",FALSE
"455","aes",1,1,"CDS","cds-BAE76255.1","ECK0470","JW0465","b0476",FALSE
"456","gsk",1,1,"CDS","cds-BAE76256.1","ECK0471","JW0466","b0477",FALSE
"457","ybaL",1,1,"CDS","cds-BAE76257.1","ECK0472","JW0467","b0478",FALSE
"458","fsr",1,1,"CDS","cds-BAE76258.1","ECK0473","JW0468","b0479",FALSE
"459","ushA",1,1,"CDS","cds-BAE76259.1","ECK0474","JW0469","b0480",FALSE
"460","ybaK",1,1,"CDS","cds-BAE76260.1","ECK0475","JW0470","b0481",FALSE
"461","ybaP",1,1,"CDS","cds-BAE76261.1","ECK0476","JW0471","b0482",FALSE
"462","ybaQ",1,1,"CDS","cds-BAE76262.1","ECK0477","JW0472","b0483",FALSE
"463","copA",1,1,"CDS","cds-BAE76263.1","ECK0478","JW0473","b0484",FALSE
"464","ybaS",1,1,"CDS","cds-BAE76264.1","ECK0479","JW0474","b0485",FALSE
"465","ybaT",1,1,"CDS","cds-BAE76265.1","ECK0480","JW0475","b0486",FALSE
"466","cueR",1,1,"CDS","cds-BAE76266.1","ECK0481","JW0476","b0487",FALSE
"467","ybbJ",1,1,"CDS","cds-BAE76267.1","ECK0482","JW5065","b0488",FALSE
"468","ybbK",1,1,"CDS","cds-BAE76268.1","ECK0483","JW0478","b0489",FALSE
"469","ybbL",1,1,"CDS","cds-BAE76269.1","ECK0484","JW0479","b0490",FALSE
"470","ybbM",1,1,"CDS","cds-BAE76270.1","ECK0485","JW5066","b0491",FALSE
"471","ybbN",1,1,"CDS","cds-BAE76271.1","ECK0486","JW5067","b0492",FALSE
"472","ybbO",1,1,"CDS","cds-BAE76272.1","ECK0487","JW0482","b0493",FALSE
"473","tesA",1,1,"CDS","cds-BAE76273.1","ECK0488","JW0483","b0494",FALSE
"474","ybbA",1,1,"CDS","cds-BAE76274.1","ECK0489","JW0484","b0495",FALSE
"475","ybbP",1,1,"CDS","cds-BAE76275.1","ECK0490","JW0485","b0496",FALSE
"476","rhsD",1,1,"CDS","cds-BAE76276.1","ECK0491","JW0486","b0497",FALSE
"477","ybbC",1,1,"CDS","cds-BAE76277.1","ECK0492","JW0487","b0498",FALSE
"478","ylbH",1,1,"CDS","cds-BAE76278.1","ECK0493","JW0488","b0499",FALSE
"479","ybbD",1,1,"CDS","cds-BAE76279.1","ECK0494","JW0489","b0500",FALSE
"480","ylbG",1,1,"CDS","cds-BAE76280.1","ECK0495","JW5880","b0502",FALSE
"481","ybbB",1,1,"CDS","cds-BAE76281.1","ECK0496","JW0491","b0503",FALSE
"482","ybbS",1,1,"CDS","cds-BAE76282.1","ECK0497","JW0492","b0504",FALSE
"483","allA",1,1,"CDS","cds-BAE76283.1","ECK0498","JW0493","b0505",FALSE
"484","allR",1,1,"CDS","cds-BAE76284.1","ECK0499","JW0494","b0506",FALSE
"485","gcl",1,1,"CDS","cds-BAE76285.1","ECK0500","JW0495","b0507",FALSE
"486","hyi",1,1,"CDS","cds-BAE76286.1","ECK0501","JW0496","b0508",FALSE
"487","glxR",1,1,"CDS","cds-BAE76287.1","ECK0502","JW0497","b0509",FALSE
"488","ybbV",1,1,"CDS","cds-BAE76288.1","ECK0503","JW0498","b0510",FALSE
"489","ybbW",1,1,"CDS","cds-BAE76289.1","ECK0504","JW0499","b0511",FALSE
"490","allB",1,1,"CDS","cds-BAE76290.1","ECK0505","JW0500","b0512",FALSE
"491","ybbY",1,1,"CDS","cds-BAE76291.1","ECK0506","JW0501","b0513",FALSE
"492","glxK",1,1,"CDS","cds-BAE76292.1","ECK0507","JW0502","b0514",FALSE
"493","ylbA",1,1,"CDS","cds-BAE76293.1","ECK0508","JW0503","b0515",FALSE
"494","allC",1,1,"CDS","cds-BAE76294.1","ECK0509","JW0504","b0516",FALSE
"495","allD",1,1,"CDS","cds-BAE76295.1","ECK0510","JW0505","b0517",FALSE
"496","fdrA",1,1,"CDS","cds-BAE76296.1","ECK0511","JW0506","b0518",FALSE
"497","ylbF",1,1,"CDS","cds-BAE76297.1","ECK0513","JW0509","b0520",FALSE
"498","ybcF",1,1,"CDS","cds-BAE76298.1","ECK0514","JW0510","b0521",FALSE
"499","purK",1,1,"CDS","cds-BAE76299.1","ECK0515","JW0511","b0522",FALSE
"500","purE",1,1,"CDS","cds-BAE76300.1","ECK0516","JW0512","b0523",FALSE
"501","lpxH",1,1,"CDS","cds-BAE76301.1","ECK0517","JW0513","b0524",FALSE
"502","ppiB",1,1,"CDS","cds-BAE76302.1","ECK0518","JW0514","b0525",FALSE
"503","cysS",1,1,"CDS","cds-BAE76303.1","ECK0519","JW0515","b0526",FALSE
"504","ybcI",1,1,"CDS","cds-BAE76304.1","ECK0520","JW0516","b0527",FALSE
"505","ybcJ",1,1,"CDS","cds-BAE76305.1","ECK0521","JW5070","b0528",FALSE
"506","folD",1,1,"CDS","cds-BAE76306.1","ECK0522","JW0518","b0529",FALSE
"507","sfmA",1,1,"CDS","cds-BAE76307.1","ECK0523","JW0519","b0530",FALSE
"508","sfmC",1,1,"CDS","cds-BAE76308.1","ECK0524","JW0520","b0531",FALSE
"509","sfmD",1,1,"CDS","cds-BAE76309.1","ECK0525","JW0521","b0532",FALSE
"510","sfmH",1,1,"CDS","cds-BAE76310.1","ECK0526","JW5071","b0533",FALSE
"511","sfmF",1,1,"CDS","cds-BAE76311.1","ECK0527","JW5072","b0534",FALSE
"512","fimZ",1,1,"CDS","cds-BAE76312.1","ECK0528","JW5073","b0535",FALSE
"513","argU",1,2,"tRNA,tRNA","rna-argU,exon-argU-1","ECK0529","JWR0010","b0536",FALSE
"514","intD",1,1,"CDS","cds-BAE76313.1","ECK0530","JW0525","b0537",FALSE
"515","ybcC",1,1,"CDS","cds-BAE76314.1","ECK0531","JW0526","b0539",FALSE
"516","ybcD",1,1,"CDS","cds-ybcD","ECK0532","JW0527","b4508",FALSE
"517","renD",1,1,"CDS","cds-BAE76317.1","ECK0533","JW0530","b0542",FALSE
"518","emrE",1,1,"CDS","cds-BAE76318.1","ECK0534","JW0531","b0543",FALSE
"519","ybcK",1,1,"CDS","cds-BAE76319.1","ECK0535","JW0532","b0544",FALSE
"520","ybcL",1,1,"CDS","cds-BAE76320.1","ECK0536","JW0533","b0545",FALSE
"521","ybcM",1,1,"CDS","cds-BAE76321.1","ECK0537","JW0534","b0546",FALSE
"522","ybcN",1,1,"CDS","cds-BAE76322.1","ECK0538","JW0535","b0547",FALSE
"523","ninE",1,1,"CDS","cds-BAE76323.1","ECK0539","JW0536","b0548",FALSE
"524","ybcO",1,1,"CDS","cds-BAE76324.1","ECK0540","JW0537","b0549",FALSE
"525","rusA",1,1,"CDS","cds-BAE76325.1","ECK0541","JW0538","b0550",FALSE
"526","ylcG",1,1,"CDS","cds-BAE76326.1","ECK0542","JW5076","b4509",FALSE
"527","ybcQ",1,1,"CDS","cds-BAE76327.1","ECK0543","JW0539","b0551",FALSE
"528","nmpC",1,1,"CDS","cds-nmpC","ECK0544","JW5078","b0553",FALSE
"529","essD",1,1,"CDS","cds-BAE76329.1","ECK0545","JW0543","b0554",FALSE
"530","ybcS",1,1,"CDS","cds-BAE76330.1","ECK0546","JW0544","b0555",FALSE
"531","rzpD",1,1,"CDS","cds-BAE76331.1","ECK0547","JW5079","b0556",FALSE
"532","rzoD",1,1,"CDS","cds-BAE76332.1","ECK0548","JW5080","b4510",FALSE
"533","borD",1,1,"CDS","cds-BAE76333.1","ECK0549","JW0546","b0557",FALSE
"534","ybcV",1,1,"CDS","cds-BAE76334.1","ECK0550","JW5081","b0558",FALSE
"535","ybcW",1,1,"CDS","cds-BAE76335.1","ECK0551","JW0548","b0559",FALSE
"536","nohB",1,1,"CDS","cds-BAE76336.1","ECK0552","JW0549","b0560",FALSE
"537","tfaD",1,1,"CDS","cds-tfaD","ECK0553","JW5815","b0561",FALSE
"538","ybcY",1,1,"CDS","cds-BAE76337.1","ECK0554","JW0551","b0562",FALSE
"539","ylcE",1,1,"CDS","cds-BAE76338.1","ECK0555","JW0552","b0563",FALSE
"540","appY",1,1,"CDS","cds-BAE76339.1","ECK0556","JW0553","b0564",FALSE
"541","ompT",1,1,"CDS","cds-BAA35199.2","ECK0557","JW0554","b0565",FALSE
"542","envY",1,1,"CDS","cds-BAA35200.1","ECK0558","JW0555","b0566",FALSE
"543","ybcH",1,1,"CDS","cds-BAA35201.1","ECK0559","JW0556","b0567",FALSE
"544","nfrA",1,1,"CDS","cds-BAA35202.1","ECK0560","JW0557","b0568",FALSE
"545","nfrB",1,1,"CDS","cds-BAA35203.1","ECK0561","JW0558","b0569",FALSE
"546","cusS",1,1,"CDS","cds-BAA35204.2","ECK0562","JW5082","b0570",FALSE
"547","cusR",1,1,"CDS","cds-BAA35205.1","ECK0563","JW0560","b0571",FALSE
"548","cusC",1,1,"CDS","cds-BAA35206.1","ECK0564","JW0561","b0572",FALSE
"549","cusF",1,1,"CDS","cds-BAA35207.1","ECK0565","JW0562","b0573",FALSE
"550","cusB",1,1,"CDS","cds-BAA35208.1","ECK0566","JW0563","b0574",FALSE
"551","cusA",1,1,"CDS","cds-BAA35215.1","ECK0567","JW0564","b0575",FALSE
"552","pheP",1,1,"CDS","cds-BAA35216.1","ECK0568","JW0565","b0576",FALSE
"553","ybdG",1,1,"CDS","cds-BAA35217.1","ECK0569","JW0566","b0577",FALSE
"554","nfnB",1,1,"CDS","cds-BAA35218.1","ECK0570","JW0567","b0578",FALSE
"555","ybdF",1,1,"CDS","cds-BAA35219.2","ECK0571","JW5083","b0579",FALSE
"556","ybdJ",1,1,"CDS","cds-BAA35220.1","ECK0572","JW0569","b0580",FALSE
"557","ybdK",1,1,"CDS","cds-BAA35221.1","ECK0573","JW0570","b0581",FALSE
"558","hokE",1,1,"CDS","cds-BAA35222.2","ECK0574","JW5084","b4415",FALSE
"559","entD",1,1,"CDS","cds-BAA35224.2","ECK0575","JW5085","b0583",FALSE
"560","fepA",1,1,"CDS","cds-BAA35225.1","ECK0576","JW5086","b0584",FALSE
"561","fes",1,1,"CDS","cds-BAA35226.2","ECK0577","JW0576","b0585",FALSE
"562","ybdZ",1,1,"CDS","cds-BAE76340.1","ECK0578","JW0577","b4511",FALSE
"563","entF",1,1,"CDS","cds-BAE76341.1","ECK0579","JW0578","b0586",FALSE
"564","fepE",1,1,"CDS","cds-BAE76342.1","ECK0580","JW0579","b0587",FALSE
"565","fepC",1,1,"CDS","cds-BAE76343.1","ECK0581","JW0580","b0588",FALSE
"566","fepG",1,1,"CDS","cds-BAE76344.1","ECK0582","JW0581","b0589",FALSE
"567","fepD",1,1,"CDS","cds-BAE76345.1","ECK0583","JW0582","b0590",FALSE
"568","ybdA",1,1,"CDS","cds-BAE76346.1","ECK0584","JW0583","b0591",FALSE
"569","fepB",1,1,"CDS","cds-BAE76347.1","ECK0585","JW0584","b0592",FALSE
"570","entC",1,1,"CDS","cds-BAE76348.1","ECK0586","JW0585","b0593",FALSE
"571","entE",1,1,"CDS","cds-BAE76349.1","ECK0587","JW0586","b0594",FALSE
"572","entB",1,1,"CDS","cds-BAE76350.1","ECK0588","JW0587","b0595",FALSE
"573","entA",1,1,"CDS","cds-BAE76351.1","ECK0589","JW0588","b0596",FALSE
"574","ybdB",1,1,"CDS","cds-BAE76352.1","ECK0590","JW0589","b0597",FALSE
"575","cstA",1,1,"CDS","cds-BAA35227.2","ECK0591","JW0590","b0598",FALSE
"576","ybdD",1,1,"CDS","cds-BAA35228.1","ECK0592","JW0591","b4512",FALSE
"577","ybdH",1,1,"CDS","cds-BAA35229.1","ECK0593","JW0592","b0599",FALSE
"578","ybdL",1,1,"CDS","cds-BAA35230.1","ECK0594","JW0593","b0600",FALSE
"579","ybdM",1,1,"CDS","cds-BAA35231.2","ECK0595","JW0594","b0601",FALSE
"580","ybdN",1,1,"CDS","cds-BAA35232.1","ECK0596","JW0595","b0602",FALSE
"581","ybdO",1,1,"CDS","cds-BAA35233.1","ECK0597","JW0596","b0603",FALSE
"582","dsbG",1,1,"CDS","cds-BAA35234.2","ECK0598","JW0597","b0604",FALSE
"583","ahpC",1,1,"CDS","cds-BAA35235.1","ECK0599","JW0598","b0605",FALSE
"584","ahpF",1,1,"CDS","cds-BAA35236.1","ECK0600","JW0599","b0606",FALSE
"585","uspG",1,1,"CDS","cds-BAA35237.1","ECK0601","JW0600","b0607",FALSE
